	entrez	genesymbol	pathway	pathway desc	NCBI protein	uniprot
52	5232	PGK2	path:hsa00010	Glycolysis / Gluconeogenesis	NP_620061	P07205
53	5236	PGM1	path:hsa00010	Glycolysis / Gluconeogenesis	NP_001166289	B7Z6C2
54	5313	PKLR	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000289	P30613
55	5315	PKM	path:hsa00010	Glycolysis / Gluconeogenesis	NP_001193725	P14618
56	55276	PGM2	path:hsa00010	Glycolysis / Gluconeogenesis	NP_060760	Q96G03
57	55902	ACSS2	path:hsa00010	Glycolysis / Gluconeogenesis	NP_001070020	Q96FY7
58	57818	G6PC2	path:hsa00010	Glycolysis / Gluconeogenesis	NP_001075155	Q9NQR9
59	669	BPGM	path:hsa00010	Glycolysis / Gluconeogenesis	NP_001280014	A0A024R782
60	7167	TPI1	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000356	P60174
61	128	ADH5	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000662	Q6IRT1
62	83440	ADPGK	path:hsa00010	Glycolysis / Gluconeogenesis	NP_112574	Q9BRR6
63	84532	ACSS1	path:hsa00010	Glycolysis / Gluconeogenesis	NP_001239604	Q9NUB1
64	8789	FBP2	path:hsa00010	Glycolysis / Gluconeogenesis	NP_003828	O00757
65	92483	LDHAL6B	path:hsa00010	Glycolysis / Gluconeogenesis	NP_149972	Q9BYZ2
66	92579	G6PC3	path:hsa00010	Glycolysis / Gluconeogenesis	NP_612396	Q9BUM1
67	9562	MINPP1	path:hsa00010	Glycolysis / Gluconeogenesis	NP_001171588	Q9UNW1
71	130	ADH6	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000663	Q8IUN7
108	1431	CS	path:hsa00020	Citrate cycle (TCA cycle)	NP_004068	A0A024RB75
109	1737	DLAT	path:hsa00020	Citrate cycle (TCA cycle)	NP_001922	P10515
110	1738	DLD	path:hsa00020	Citrate cycle (TCA cycle)	NP_000099	A0A024R713
111	1737	DLAT	path:hsa00010	Glycolysis / Gluconeogenesis	NP_001922	P10515
112	1737	DLAT	path:hsa00010	Glycolysis / Gluconeogenesis	NP_001922	Q86YI5
113	3417	IDH1	path:hsa00020	Citrate cycle (TCA cycle)	NP_001269315	O75874
114	3418	IDH2	path:hsa00020	Citrate cycle (TCA cycle)	NP_001276839	P48735
115	3419	IDH3A	path:hsa00020	Citrate cycle (TCA cycle)	NP_005521	P50213
116	3420	IDH3B	path:hsa00020	Citrate cycle (TCA cycle)	NP_001245313	A0A087X2E5
117	3421	IDH3G	path:hsa00020	Citrate cycle (TCA cycle)	NP_004126	P51553
118	4190	MDH1	path:hsa00020	Citrate cycle (TCA cycle)	NP_001186040	P40925
119	4191	MDH2	path:hsa00020	Citrate cycle (TCA cycle)	NP_001269332	B3KTM1
120	47	ACLY	path:hsa00020	Citrate cycle (TCA cycle)	NP_001087	A0A024R1T9
121	1738	DLD	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000099	P09622
122	4967	OGDH	path:hsa00020	Citrate cycle (TCA cycle)	NP_001003941	Q02218
123	50	ACO2	path:hsa00020	Citrate cycle (TCA cycle)	NP_001089	Q99798
124	5091	PC	path:hsa00020	Citrate cycle (TCA cycle)	NP_000911	A0A024R5C5
125	5105	PCK1	path:hsa00020	Citrate cycle (TCA cycle)	NP_002582	P35558
126	5106	PCK2	path:hsa00020	Citrate cycle (TCA cycle)	NP_001018083	A0A0A0MS74
127	5160	PDHA1	path:hsa00020	Citrate cycle (TCA cycle)	NP_000275	A0A024RBX9
128	5161	PDHA2	path:hsa00020	Citrate cycle (TCA cycle)	NP_005381	P29803
129	5162	PDHB	path:hsa00020	Citrate cycle (TCA cycle)	NP_000916	P11177
130	55753	OGDHL	path:hsa00020	Citrate cycle (TCA cycle)	NP_001137468	Q9ULD0
131	2023	ENO1	path:hsa00010	Glycolysis / Gluconeogenesis	NP_001188412	P06733
132	6390	SDHB	path:hsa00020	Citrate cycle (TCA cycle)	NP_002991	P21912
133	6391	SDHC	path:hsa00020	Citrate cycle (TCA cycle)	NP_001030588	Q99643
134	6392	SDHD	path:hsa00020	Citrate cycle (TCA cycle)	NP_001263432	O14521
135	8801	SUCLG2	path:hsa00020	Citrate cycle (TCA cycle)	NP_001171070	Q96I99
136	8802	SUCLG1	path:hsa00020	Citrate cycle (TCA cycle)	NP_003840	P53597
137	8803	SUCLA2	path:hsa00020	Citrate cycle (TCA cycle)	NP_003841	E5KS60
141	2026	ENO2	path:hsa00010	Glycolysis / Gluconeogenesis	NP_001966	Q6FHV6
165	2203	FBP1	path:hsa00030	Pentose phosphate pathway	NP_000498	P09467
166	221823	PRPS1L1	path:hsa00030	Pentose phosphate pathway	NP_787082	P21108
167	226	ALDOA	path:hsa00030	Pentose phosphate pathway	NP_000025	P04075
168	229	ALDOB	path:hsa00030	Pentose phosphate pathway	NP_000026	A0A024R145
169	22934	RPIA	path:hsa00030	Pentose phosphate pathway	NP_653164	P49247
170	230	ALDOC	path:hsa00030	Pentose phosphate pathway	NP_005156	A0A024QZ64
171	218	ALDH3A1	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000682	Q6PKA6
172	25796	PGLS	path:hsa00030	Pentose phosphate pathway	NP_036220	O95336
173	2821	GPI	path:hsa00030	Pentose phosphate pathway	NP_000166	P06744
174	414328	IDNK	path:hsa00030	Pentose phosphate pathway	NP_001001551	Q5T6J7
175	51071	DERA	path:hsa00030	Pentose phosphate pathway	NP_001287708	E9PPM8
176	5211	PFKL	path:hsa00030	Pentose phosphate pathway	NP_001002021	P17858
177	5213	PFKM	path:hsa00030	Pentose phosphate pathway	NP_000280	A0A024R0Y5
178	5214	PFKP	path:hsa00030	Pentose phosphate pathway	NP_001229268	Q01813
179	5226	PGD	path:hsa00030	Pentose phosphate pathway	NP_001291380	B4E2U0
180	5236	PGM1	path:hsa00030	Pentose phosphate pathway	NP_001166289	B7Z6C2
181	55276	PGM2	path:hsa00030	Pentose phosphate pathway	NP_060760	Q96G03
182	5631	PRPS1	path:hsa00030	Pentose phosphate pathway	NP_001191331	B7ZB02
183	5634	PRPS2	path:hsa00030	Pentose phosphate pathway	NP_001034180	P11908
184	6120	RPE	path:hsa00030	Pentose phosphate pathway	NP_001265211	Q96AT9
185	64080	RBKS	path:hsa00030	Pentose phosphate pathway	NP_001274509	Q9H477
186	6888	TALDO1	path:hsa00030	Pentose phosphate pathway	NP_006746	P37837
187	7086	TKT	path:hsa00030	Pentose phosphate pathway	NP_001055	P29401
188	729020	RPEL1	path:hsa00030	Pentose phosphate pathway	NP_001137381	Q2QD12
189	8277	TKTL1	path:hsa00030	Pentose phosphate pathway	NP_001139405	B7Z7I0
190	84076	TKTL2	path:hsa00030	Pentose phosphate pathway	NP_115512	Q9H0I9
191	220	ALDH1A3	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000684	P47895
192	9104	RGN	path:hsa00030	Pentose phosphate pathway	NP_001269777	Q15493
193	9563	H6PD	path:hsa00030	Pentose phosphate pathway	NP_001269516	R4GMU1
211	221	ALDH3B1	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000685	P43353
231	223	ALDH9A1	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000687	P49189
237	10327	AKR1A1	path:hsa00040	Pentose and glucuronate interconversions	NP_001189343	P14550
238	10720	UGT2B11	path:hsa00040	Pentose and glucuronate interconversions	NP_001064	O75310
239	10941	UGT2A1	path:hsa00040	Pentose and glucuronate interconversions	NP_001239203	Q9Y4X1
240	217	ALDH2	path:hsa00040	Pentose and glucuronate interconversions	NP_000681	P05091
241	219	ALDH1B1	path:hsa00040	Pentose and glucuronate interconversions	NP_000683	P30837
242	224	ALDH3A2	path:hsa00040	Pentose and glucuronate interconversions	NP_000373	P51648
243	231	AKR1B1	path:hsa00040	Pentose and glucuronate interconversions	NP_001619	A0A024R7A8
244	27294	DHDH	path:hsa00040	Pentose and glucuronate interconversions	NP_055290	Q9UQ10
245	2990	GUSB	path:hsa00040	Pentose and glucuronate interconversions	NP_000172	P08236
246	51084	CRYL1	path:hsa00040	Pentose and glucuronate interconversions	NP_057058	Q9Y2S2
247	51181	DCXR	path:hsa00040	Pentose and glucuronate interconversions	NP_001182147	Q7Z4W1
248	54490	UGT2B28	path:hsa00040	Pentose and glucuronate interconversions	NP_001193933	Q9BY64
249	54575	UGT1A10	path:hsa00040	Pentose and glucuronate interconversions	NP_061948	Q5DT02
250	54576	UGT1A8	path:hsa00040	Pentose and glucuronate interconversions	NP_061949	Q5DSZ6
251	226	ALDOA	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000025	V9HWN7
252	54578	UGT1A6	path:hsa00040	Pentose and glucuronate interconversions	NP_001063	P19224
253	54579	UGT1A5	path:hsa00040	Pentose and glucuronate interconversions	NP_061951	P35504
254	54600	UGT1A9	path:hsa00040	Pentose and glucuronate interconversions	NP_066307	O60656
255	54657	UGT1A4	path:hsa00040	Pentose and glucuronate interconversions	NP_009051	P22310
256	54658	UGT1A1	path:hsa00040	Pentose and glucuronate interconversions	NP_000454	P22309
257	54659	UGT1A3	path:hsa00040	Pentose and glucuronate interconversions	NP_061966	P35503
258	57016	AKR1B10	path:hsa00040	Pentose and glucuronate interconversions	NP_064695	O60218
259	574537	UGT2A2	path:hsa00040	Pentose and glucuronate interconversions	NP_001099147	Q9Y4X1
260	6120	RPE	path:hsa00040	Pentose and glucuronate interconversions	NP_001265211	Q96AT9
261	229	ALDOB	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000026	P05062
262	729020	RPEL1	path:hsa00040	Pentose and glucuronate interconversions	NP_001137381	Q2QD12
263	7358	UGDH	path:hsa00040	Pentose and glucuronate interconversions	NP_001171629	O60701
264	7360	UGP2	path:hsa00040	Pentose and glucuronate interconversions	NP_001001521	Q16851
265	7363	UGT2B4	path:hsa00040	Pentose and glucuronate interconversions	NP_001284544	P06133
266	7364	UGT2B7	path:hsa00040	Pentose and glucuronate interconversions	NP_001065	P16662
267	7365	UGT2B10	path:hsa00040	Pentose and glucuronate interconversions	NP_001066	P36537
268	7366	UGT2B15	path:hsa00040	Pentose and glucuronate interconversions	NP_001067	B7ZW53
269	7367	UGT2B17	path:hsa00040	Pentose and glucuronate interconversions	NP_001068	O75795
270	79799	UGT2A3	path:hsa00040	Pentose and glucuronate interconversions	NP_079019	Q6UWM9
271	230	ALDOC	path:hsa00010	Glycolysis / Gluconeogenesis	NP_005156	P09972
272	9942	XYLB	path:hsa00040	Pentose and glucuronate interconversions	NP_005099	O75191
311	2645	GCK	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000153	P35557
312	2645	GCK	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000153	Q53Y25
331	197258	FUK	path:hsa00051	Fructose and mannose metabolism	NP_659496	Q8N0W3
332	2203	FBP1	path:hsa00051	Fructose and mannose metabolism	NP_000498	P09467
333	226	ALDOA	path:hsa00051	Fructose and mannose metabolism	NP_000025	P04075
334	229	ALDOB	path:hsa00051	Fructose and mannose metabolism	NP_000026	A0A024R145
335	230	ALDOC	path:hsa00051	Fructose and mannose metabolism	NP_005156	A0A024QZ64
336	231	AKR1B1	path:hsa00051	Fructose and mannose metabolism	NP_001619	A0A024R7A8
337	2762	GMDS	path:hsa00051	Fructose and mannose metabolism	NP_001240775	O60547
338	29925	GMPPB	path:hsa00051	Fructose and mannose metabolism	NP_037466	Q9Y5P6
339	29926	GMPPA	path:hsa00051	Fructose and mannose metabolism	NP_037467	A0A024R482
340	3098	HK1	path:hsa00051	Fructose and mannose metabolism	NP_000179	A8K7J7
341	3099	HK2	path:hsa00051	Fructose and mannose metabolism	NP_000180	P52789
342	3101	HK3	path:hsa00051	Fructose and mannose metabolism	NP_002106	A0A024R7R1
343	3795	KHK	path:hsa00051	Fructose and mannose metabolism	NP_000212	P50053
344	4351	MPI	path:hsa00051	Fructose and mannose metabolism	NP_001276084	H3BPP3
345	5207	PFKFB1	path:hsa00051	Fructose and mannose metabolism	NP_001258733	I1Z9G4
346	5208	PFKFB2	path:hsa00051	Fructose and mannose metabolism	NP_001018063	O60825
347	5209	PFKFB3	path:hsa00051	Fructose and mannose metabolism	NP_001138915	Q16875
348	5210	PFKFB4	path:hsa00051	Fructose and mannose metabolism	NP_004558	Q16877
349	5211	PFKL	path:hsa00051	Fructose and mannose metabolism	NP_001002021	P17858
350	5213	PFKM	path:hsa00051	Fructose and mannose metabolism	NP_000280	A0A024R0Y5
351	3101	HK3	path:hsa00010	Glycolysis / Gluconeogenesis	NP_002106	P52790
352	5372	PMM1	path:hsa00051	Fructose and mannose metabolism	NP_002667	A0A024R1U5
353	5373	PMM2	path:hsa00051	Fructose and mannose metabolism	NP_000294	O15305
354	55556	ENOSF1	path:hsa00051	Fructose and mannose metabolism	NP_001119595	Q7L5Y1
355	57016	AKR1B10	path:hsa00051	Fructose and mannose metabolism	NP_064695	O60218
356	57103	TIGAR	path:hsa00051	Fructose and mannose metabolism	NP_065108	Q9NQ88
357	6652	SORD	path:hsa00051	Fructose and mannose metabolism	NP_003095	Q00796
358	7167	TPI1	path:hsa00051	Fructose and mannose metabolism	NP_000356	P60174
359	7264	TSTA3	path:hsa00051	Fructose and mannose metabolism	NP_003304	Q13630
360	80201	HKDC1	path:hsa00051	Fructose and mannose metabolism	NP_079406	B3KT70
361	8789	FBP2	path:hsa00051	Fructose and mannose metabolism	NP_003828	O00757
362	8790	FPGT	path:hsa00051	Fructose and mannose metabolism	NP_001186257	O14772
371	3945	LDHB	path:hsa00010	Glycolysis / Gluconeogenesis	NP_001167568	Q5U077
418	130589	GALM	path:hsa00052	Galactose metabolism	NP_620156	Q96C23
419	231	AKR1B1	path:hsa00052	Galactose metabolism	NP_001619	A0A024R7A8
420	2538	G6PC	path:hsa00052	Galactose metabolism	NP_000142	P35575
421	2548	GAA	path:hsa00052	Galactose metabolism	NP_000143	P10253
422	2582	GALE	path:hsa00052	Galactose metabolism	NP_000394	Q14376
423	2584	GALK1	path:hsa00052	Galactose metabolism	NP_000145	P51570
424	2592	GALT	path:hsa00052	Galactose metabolism	NP_000146	B2RAT6
425	2595	GANC	path:hsa00052	Galactose metabolism	NP_001288338	H3BN99
426	2645	GCK	path:hsa00052	Galactose metabolism	NP_000153	P35557
427	2683	B4GALT1	path:hsa00052	Galactose metabolism	NP_001488	P15291
428	2717	GLA	path:hsa00052	Galactose metabolism	NP_000160	P06280
429	2720	GLB1	path:hsa00052	Galactose metabolism	NP_000395	P16278
430	3098	HK1	path:hsa00052	Galactose metabolism	NP_000179	A8K7J7
431	3099	HK2	path:hsa00052	Galactose metabolism	NP_000180	P52789
432	3101	HK3	path:hsa00052	Galactose metabolism	NP_002106	A0A024R7R1
433	3906	LALBA	path:hsa00052	Galactose metabolism	NP_002280	A0A080YV01
434	3938	LCT	path:hsa00052	Galactose metabolism	NP_002290	P09848
435	5160	PDHA1	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000275	P08559
436	5213	PFKM	path:hsa00052	Galactose metabolism	NP_000280	A0A024R0Y5
437	5214	PFKP	path:hsa00052	Galactose metabolism	NP_001229268	Q01813
438	5236	PGM1	path:hsa00052	Galactose metabolism	NP_001166289	B7Z6C2
439	55276	PGM2	path:hsa00052	Galactose metabolism	NP_060760	Q96G03
440	57016	AKR1B10	path:hsa00052	Galactose metabolism	NP_064695	O60218
441	57818	G6PC2	path:hsa00052	Galactose metabolism	NP_001075155	Q9NQR9
442	6476	SI	path:hsa00052	Galactose metabolism	NP_001032	P14410
443	7360	UGP2	path:hsa00052	Galactose metabolism	NP_001001521	Q16851
444	80201	HKDC1	path:hsa00052	Galactose metabolism	NP_079406	B3KT70
445	8704	B4GALT2	path:hsa00052	Galactose metabolism	NP_001005417	O60909
446	8972	MGAM	path:hsa00052	Galactose metabolism	NP_004659	O43451
447	92579	G6PC3	path:hsa00052	Galactose metabolism	NP_612396	Q9BUM1
461	5211	PFKL	path:hsa00010	Glycolysis / Gluconeogenesis	NP_001002021	Q7L2M7
471	5213	PFKM	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000280	P08237
491	5223	PGAM1	path:hsa00010	Glycolysis / Gluconeogenesis	NP_002620	Q6FHU2
496	10720	UGT2B11	path:hsa00053	Ascorbate and aldarate metabolism	NP_001064	O75310
497	10941	UGT2A1	path:hsa00053	Ascorbate and aldarate metabolism	NP_001239203	Q9Y4X1
498	217	ALDH2	path:hsa00053	Ascorbate and aldarate metabolism	NP_000681	P05091
499	219	ALDH1B1	path:hsa00053	Ascorbate and aldarate metabolism	NP_000683	P30837
500	223	ALDH9A1	path:hsa00053	Ascorbate and aldarate metabolism	NP_000687	B9EKV4
501	224	ALDH3A2	path:hsa00053	Ascorbate and aldarate metabolism	NP_000373	P51648
502	501	ALDH7A1	path:hsa00053	Ascorbate and aldarate metabolism	NP_001173	P49419
503	54490	UGT2B28	path:hsa00053	Ascorbate and aldarate metabolism	NP_001193933	Q9BY64
504	54575	UGT1A10	path:hsa00053	Ascorbate and aldarate metabolism	NP_061948	Q5DT02
505	54576	UGT1A8	path:hsa00053	Ascorbate and aldarate metabolism	NP_061949	Q5DSZ6
506	54577	UGT1A7	path:hsa00053	Ascorbate and aldarate metabolism	NP_061950	Q5DSZ7
507	54578	UGT1A6	path:hsa00053	Ascorbate and aldarate metabolism	NP_001063	P19224
508	54579	UGT1A5	path:hsa00053	Ascorbate and aldarate metabolism	NP_061951	P35504
509	54600	UGT1A9	path:hsa00053	Ascorbate and aldarate metabolism	NP_066307	O60656
510	54657	UGT1A4	path:hsa00053	Ascorbate and aldarate metabolism	NP_009051	P22310
511	5230	PGK1	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000282	P00558
512	5230	PGK1	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000282	V9HWF4
513	55586	MIOX	path:hsa00053	Ascorbate and aldarate metabolism	NP_060054	Q9UGB7
514	574537	UGT2A2	path:hsa00053	Ascorbate and aldarate metabolism	NP_001099147	Q9Y4X1
515	7358	UGDH	path:hsa00053	Ascorbate and aldarate metabolism	NP_001171629	O60701
516	7363	UGT2B4	path:hsa00053	Ascorbate and aldarate metabolism	NP_001284544	P06133
517	7364	UGT2B7	path:hsa00053	Ascorbate and aldarate metabolism	NP_001065	P16662
518	7365	UGT2B10	path:hsa00053	Ascorbate and aldarate metabolism	NP_001066	P36537
519	7366	UGT2B15	path:hsa00053	Ascorbate and aldarate metabolism	NP_001067	B7ZW53
520	7367	UGT2B17	path:hsa00053	Ascorbate and aldarate metabolism	NP_001068	O75795
521	79799	UGT2A3	path:hsa00053	Ascorbate and aldarate metabolism	NP_079019	Q6UWM9
522	9104	RGN	path:hsa00053	Ascorbate and aldarate metabolism	NP_001269777	Q15493
531	5236	PGM1	path:hsa00010	Glycolysis / Gluconeogenesis	NP_001166289	P36871
571	2180	ACSL1	path:hsa00061	Fatty acid biosynthesis	NP_001273637	A8K9T3
572	2181	ACSL3	path:hsa00061	Fatty acid biosynthesis	NP_004448	A0A024R497
573	2182	ACSL4	path:hsa00061	Fatty acid biosynthesis	NP_004449	O60488
574	2194	FASN	path:hsa00061	Fatty acid biosynthesis	NP_004095	P49327
575	23205	ACSBG1	path:hsa00061	Fatty acid biosynthesis	NP_001186306	B7Z2Y6
576	23305	ACSL6	path:hsa00061	Fatty acid biosynthesis	NP_001009185	Q9UKU0
577	27349	MCAT	path:hsa00061	Fatty acid biosynthesis	NP_055322	Q8IVS2
578	31	ACACA	path:hsa00061	Fatty acid biosynthesis	NP_942131	B2ZZ90
579	32	ACACB	path:hsa00061	Fatty acid biosynthesis	NP_001084	O00763
580	51703	ACSL5	path:hsa00061	Fatty acid biosynthesis	NP_057318	Q9ULC5
581	54995	OXSM	path:hsa00061	Fatty acid biosynthesis	NP_001138863	Q9NWU1
582	55301	OLAH	path:hsa00061	Fatty acid biosynthesis	NP_001034791	Q9NV23
583	81616	ACSBG2	path:hsa00061	Fatty acid biosynthesis	NP_001276106	Q5FVE4
591	669	BPGM	path:hsa00010	Glycolysis / Gluconeogenesis	NP_001280014	P07738
601	7167	TPI1	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000356	Q53HE2
602	7167	TPI1	path:hsa00010	Glycolysis / Gluconeogenesis	NP_000356	V9HWK1
611	80201	HKDC1	path:hsa00010	Glycolysis / Gluconeogenesis	NP_079406	B3KT70
612	80201	HKDC1	path:hsa00010	Glycolysis / Gluconeogenesis	NP_079406	Q2TB90
635	10449	ACAA2	path:hsa00062	Fatty acid elongation	NP_006102	B3KNP8
636	10965	ACOT2	path:hsa00062	Fatty acid elongation	NP_006812	P49753
637	11332	ACOT7	path:hsa00062	Fatty acid elongation	NP_009205	O00154
638	122970	ACOT4	path:hsa00062	Fatty acid elongation	NP_689544	Q8N9L9
639	1892	ECHS1	path:hsa00062	Fatty acid elongation	NP_004083	P30084
640	201562	HACD2	path:hsa00062	Fatty acid elongation	NP_940684	Q6Y1H2
641	3030	HADHA	path:hsa00062	Fatty acid elongation	NP_000173	E9KL44
642	3032	HADHB	path:hsa00062	Fatty acid elongation	NP_000174	P55084
643	3033	HADH	path:hsa00062	Fatty acid elongation	NP_001171634	Q16836
644	401494	HACD4	path:hsa00062	Fatty acid elongation	NP_001010915	Q5VWC8
645	51102	MECR	path:hsa00062	Fatty acid elongation	NP_001019903	Q9BV79
646	51144	HSD17B12	path:hsa00062	Fatty acid elongation	NP_057226	Q53GQ0
647	51495	HACD3	path:hsa00062	Fatty acid elongation	NP_057479	Q9P035
648	54898	ELOVL2	path:hsa00062	Fatty acid elongation	NP_060240	A0A024QZV3
649	5538	PPT1	path:hsa00062	Fatty acid elongation	NP_000301	P50897
650	60481	ELOVL5	path:hsa00062	Fatty acid elongation	NP_001229757	Q9NYP7
651	641371	ACOT1	path:hsa00062	Fatty acid elongation	NP_001032238	E9KL42
652	64834	ELOVL1	path:hsa00062	Fatty acid elongation	NP_001243328	Q9BW60
653	6785	ELOVL4	path:hsa00062	Fatty acid elongation	NP_073563	Q9GZR5
654	79071	ELOVL6	path:hsa00062	Fatty acid elongation	NP_001124193	A0A024RDK5
655	79993	ELOVL7	path:hsa00062	Fatty acid elongation	NP_001098028	A1L3X0
656	83401	ELOVL3	path:hsa00062	Fatty acid elongation	NP_689523	Q9HB03
657	9200	HACD1	path:hsa00062	Fatty acid elongation	NP_055056	B0YJ81
658	9374	PPT2	path:hsa00062	Fatty acid elongation	NP_001191032	Q9UMR5
659	9524	TECR	path:hsa00062	Fatty acid elongation	NP_612510	Q9NZ01
707	10449	ACAA2	path:hsa00071	Fatty acid degradation	NP_006102	B3KNP8
708	10455	ECI2	path:hsa00071	Fatty acid degradation	NP_001159482	A0A0C4DGA2
709	124	ADH1A	path:hsa00071	Fatty acid degradation	NP_000658	P07327
710	125	ADH1B	path:hsa00071	Fatty acid degradation	NP_000659	P00325
711	126	ADH1C	path:hsa00071	Fatty acid degradation	NP_000660	P00326
